Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,CLTV,Engagement Score,Churn Probability,Risk Tier,Retention Priority Score,Customer Segment,Retention Recommendation
Male,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.2,7840.6,0,4773,5,0.14784006096295885,Low Risk,705.6406109762025,Loyal Customer,Offer security package | Provide pricing discount
Male,No,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.0,6632.75,0,4200,6,0.01555120581426649,Low Risk,65.31506441991925,Loyal Customer,Provide pricing discount
Male,Yes,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.09999999999998,1013.35,0,3771,0,0.7406708419027825,High Risk,2793.069744815393,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.05,152.95,0,4868,0,0.27631457857534886,Low Risk,1345.0993685047983,Loyal Customer,Offer annual plan discount | Promote service bundle
Female,No,No,No,48,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,75.15,3772.65,0,3345,1,0.12116322065248468,Low Risk,405.29097308256127,Loyal Customer,Provide free tech support trial | Offer security package | Promote service bundle
Male,No,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,1026.35,0,5067,0,0.0020133635338550225,Low Risk,10.201713026043398,Loyal Customer,Promote service bundle
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.3,19.3,0,5626,0,0.23369247751645106,Low Risk,1314.7538785075537,Loyal Customer,Offer annual plan discount | Promote service bundle
Male,No,No,No,45,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),112.2,5031.85,0,3091,6,0.09420136900698622,Low Risk,291.1764316005944,Loyal Customer,Provide pricing discount
Male,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.3,220.4,0,4275,0,0.6349582733718324,Medium Risk,2714.4466186645836,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Female,No,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,1416.5,0,4890,0,0.003494604391982426,Low Risk,17.08861547679406,Loyal Customer,Promote service bundle
Male,No,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,158.35,0,4964,0,0.22290194805221125,Low Risk,1106.4852701311765,Loyal Customer,Offer annual plan discount | Promote service bundle
Male,No,Yes,Yes,69,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.65,5542.55,0,4618,5,0.0026373575108853344,Low Risk,12.179316985268475,Loyal Customer,Provide pricing discount
Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.75,8443.7,0,6205,6,0.10078981577641405,Low Risk,625.4008068926491,Loyal Customer,Provide pricing discount
Male,No,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),80.59999999999998,5708.2,0,5447,5,0.010212979083894694,Low Risk,55.6300970699744,Loyal Customer,Provide pricing discount
Female,No,Yes,No,33,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.55,2016.3,0,5980,5,0.08975101197822152,Low Risk,536.7110516297647,Loyal Customer,No action required
Female,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.05,326.65,0,4336,0,0.0619054956782948,Low Risk,268.4222292610863,Loyal Customer,Promote service bundle
Female,Yes,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,95.65,5471.75,0,6335,4,0.10523031420435278,Low Risk,666.6340404845748,Loyal Customer,Provide pricing discount
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.95,19.95,0,2732,0,0.23351190809319675,Low Risk,637.9545329106135,Loyal Customer,Offer annual plan discount | Promote service bundle
Male,No,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.4,1061.6,0,4194,0,0.0017835617986651454,Low Risk,7.48025818360162,Loyal Customer,Promote service bundle
Male,No,Yes,Yes,56,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),36.1,1971.5,0,5092,2,0.010779026226279352,Low Risk,54.88680154421446,Loyal Customer,Provide free tech support trial | Offer security package | Promote service bundle
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,0,4099,0,0.24332549236898118,Low Risk,997.3911932204538,Loyal Customer,Offer annual plan discount | Promote service bundle
Female,No,No,Yes,40,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),64.1,2460.35,0,5056,3,0.019629175288682722,Low Risk,99.24511025957985,Loyal Customer,Offer annual plan discount
Male,No,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.75,856.5,0,2610,0,0.002138057021390111,Low Risk,5.58032882582819,Loyal Customer,Promote service bundle
Male,No,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,1275.85,0,4235,0,0.0009535746367058788,Low Risk,4.038388586449397,Loyal Customer,Promote service bundle
Male,No,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,110.2,7467.5,0,4108,5,0.035448380536794846,Low Risk,145.62194724515322,Loyal Customer,Provide free tech support trial | Provide pricing discount
Male,No,Yes,Yes,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),106.35,7261.75,0,6315,5,0.01252338500475182,Low Risk,79.08517630500775,Loyal Customer,Provide pricing discount
Female,No,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,90.55,5116.6,0,6161,3,0.2539619094716304,Low Risk,1564.6593242547149,Loyal Customer,Offer annual plan discount | Offer security package | Provide pricing discount
Female,No,Yes,Yes,10,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,65.9,660.05,0,5289,3,0.06679941440188714,Low Risk,353.3021027715811,Loyal Customer,Provide free tech support trial | Offer security package
Male,No,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),104.5,6590.8,0,4908,5,0.062178191413038965,Low Risk,305.17056345519524,Loyal Customer,Provide pricing discount
Female,No,Yes,Yes,24,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,52.5,1208.15,0,3303,5,0.02114381923753152,Low Risk,69.8380349415666,Loyal Customer,No action required
Female,No,No,No,19,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.1,1033.9,0,3367,1,0.36003491783381536,Medium Risk,1212.2375683464563,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.75,1885.15,0,5585,2,0.33962724576346287,Medium Risk,1896.8181675889402,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Female,No,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.0,2006.95,0,6170,0,0.007530672250022823,Low Risk,46.46424778264082,Loyal Customer,Promote service bundle
Female,No,Yes,No,49,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.4,5025.0,0,4725,4,0.44730982602276226,Medium Risk,2113.5389279575516,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount
Male,No,Yes,Yes,42,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,73.15,3088.25,0,2531,4,0.020513879747208447,Low Risk,51.92062964018458,Loyal Customer,Offer security package
Male,No,No,No,57,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,54.65,3134.7,0,4223,2,0.020424516599148096,Low Risk,86.25273359820241,Loyal Customer,Offer security package | Promote service bundle
Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.55,8312.399999999998,0,5076,6,0.0920395857467654,Low Risk,467.1929372505812,Loyal Customer,Provide pricing discount
Female,Yes,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,4863.85,0,4103,4,0.5606189724555428,Medium Risk,2300.2196439850923,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount
Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.15,6637.9,0,4311,6,0.028085339236472308,Low Risk,121.07589744843212,Loyal Customer,Provide pricing discount
Male,No,Yes,Yes,35,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,89.7,3165.6,0,2775,3,0.06007232352620636,Low Risk,166.70069778522264,Loyal Customer,Offer security package | Provide pricing discount
Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,92.4,6786.1,0,5527,6,0.04235467014425715,Low Risk,234.09426188730927,Loyal Customer,Provide pricing discount
Female,No,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9,543.0,0,2987,0,0.008469542793711028,Low Risk,25.29852432481484,Loyal Customer,Promote service bundle
Male,No,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.85,867.2999999999998,0,2653,0,0.012273471860757114,Low Risk,32.56152084658862,Loyal Customer,Promote service bundle
Female,No,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.75,25.75,0,2569,0,0.3595358984971732,Medium Risk,923.647723239238,Loyal Customer,Offer annual plan discount | Promote service bundle
Female,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.95,109.5,0,5554,0,0.2513332976358049,Low Risk,1395.9051350692605,Loyal Customer,Offer annual plan discount | Promote service bundle
Female,No,Yes,No,48,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.05,4692.95,0,5893,4,0.31793137763291834,Medium Risk,1873.5696083907878,Loyal Customer,Provide free tech support trial | Offer security package | Provide pricing discount
Male,No,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.4,546.85,0,5250,0,0.03633882970583461,Low Risk,190.77885595563168,Loyal Customer,Offer annual plan discount | Promote service bundle
Male,No,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.7,1274.05,0,5431,0,0.0011364891769554612,Low Risk,6.17227272004511,Loyal Customer,Promote service bundle
Male,No,No,No,50,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,35.0,1782.4,0,5629,2,0.08575924702800115,Low Risk,482.7388015206185,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Promote service bundle
Female,No,Yes,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),101.25,5301.1,0,5954,3,0.06847534433071518,Low Risk,407.7022001450782,Loyal Customer,Provide free tech support trial | Offer security package | Provide pricing discount
Male,Yes,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,280.35,0,4444,0,0.7559584961107406,High Risk,3359.4795567161314,New Customer At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Female,Yes,No,No,32,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.95,2897.95,0,5936,2,0.5457612124201304,Medium Risk,3239.638556925894,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Male,No,Yes,Yes,45,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),73.84999999999998,3371.0,0,5264,4,0.006599488641388728,Low Risk,34.739708208270265,Loyal Customer,No action required
Male,No,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.04999999999998,801.2999999999998,0,2715,2,0.7258151018482165,High Risk,1970.5880015179077,New Customer At-Risk,Offer annual plan discount | Provide free tech support trial | Provide pricing discount | Promote service bundle
Female,No,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,1079.45,0,5755,0,0.006525664260826089,Low Risk,37.55519782105414,Loyal Customer,Promote service bundle
Female,No,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),110.3,6997.3,0,5574,5,0.015712616002270103,Low Risk,87.58212159665355,Loyal Customer,Provide pricing discount
Female,No,No,No,12,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),85.15,979.05,0,2452,2,0.3206185328179836,Medium Risk,786.1566424696957,Loyal Customer,Provide free tech support trial | Provide pricing discount | Promote service bundle
Male,Yes,Yes,No,67,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),60.95,4119.4,0,5792,3,0.013585329861801004,Low Risk,78.68623055955142,Loyal Customer,No action required
Female,No,No,No,45,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,73.54999999999998,3349.1,0,2280,3,0.03099942379123921,Low Risk,70.6786862440254,Loyal Customer,No action required
Male,No,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.0,492.1,0,3903,0,0.3146195607631485,Medium Risk,1227.9601456585685,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Female,Yes,No,No,29,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),58.55,1718.95,0,2044,2,0.1714478920053483,Low Risk,350.4394912589319,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Promote service bundle
Female,No,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.6,605.25,0,4147,0,0.05371369594496966,Low Risk,222.75069708378916,Loyal Customer,Promote service bundle
Male,No,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.75,1344.5,0,4485,0,0.0010835978202513978,Low Risk,4.859936223827519,Loyal Customer,Promote service bundle
Male,No,No,No,51,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,86.34999999999998,4267.15,0,5311,2,0.09125383624168143,Low Risk,484.64912427957006,Loyal Customer,Provide free tech support trial | Provide pricing discount | Promote service bundle
Female,No,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.5,1121.05,0,3146,0,0.01886340542229628,Low Risk,59.3442734585441,Loyal Customer,Promote service bundle
Female,No,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.0,918.7,0,4066,0,0.014439792780644795,Low Risk,58.71219744610174,Loyal Customer,Promote service bundle
Female,No,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.55,521.8,0,5758,0,0.04011293150128061,Low Risk,230.97025958437376,Loyal Customer,Promote service bundle
Male,No,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),110.1,4469.1,0,2283,5,0.1064329532097395,Low Risk,242.98643217783527,Loyal Customer,Offer annual plan discount | Provide pricing discount
Male,No,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.75,1729.35,0,3080,0,0.42673084802143735,Medium Risk,1314.331011906027,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Female,No,No,No,22,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.6,1073.3,0,2854,3,0.5785109427597155,Medium Risk,1651.070230636228,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package
Male,No,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.6,4566.5,0,4369,6,0.016175112850237636,Low Risk,70.66906804268822,Loyal Customer,No action required
Male,No,Yes,Yes,33,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),82.09999999999998,2603.1,0,2281,5,0.012975339563524157,Low Risk,29.5967495443986,Loyal Customer,Offer security package | Provide pricing discount
Female,No,No,No,23,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,79.09999999999998,1783.75,0,3619,2,0.325283480376934,Medium Risk,1177.2009154841242,Loyal Customer,Offer annual plan discount | Offer security package | Promote service bundle
Male,No,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,90.65,6322.1,0,6487,6,0.018573281792213295,Low Risk,120.48487898608765,Loyal Customer,Provide pricing discount
Female,No,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,57.4,0,2774,0,0.029776705544672894,Low Risk,82.6005811809226,Loyal Customer,Promote service bundle
Male,No,No,No,56,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),75.75,4284.65,0,6487,4,0.04342040593989328,Low Risk,281.66817333208775,Loyal Customer,Offer security package
Male,No,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.0,7138.65,0,6351,5,0.11977871119525198,Low Risk,760.7145948010453,Loyal Customer,Provide pricing discount
Male,No,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.85,1539.75,0,4837,0,0.006541553005919033,Low Risk,31.641491889630363,Loyal Customer,Promote service bundle
Female,Yes,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.34999999999998,1058.1,0,3276,1,0.6032121793218862,Medium Risk,1976.1230994584992,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,123.8,0,4840,0,0.7169925108133366,High Risk,3470.2437523365493,New Customer At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,No,No,40,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,67.45,2731.0,0,4714,3,0.13713841641098853,Low Risk,646.4704949613999,Loyal Customer,Offer annual plan discount | Provide free tech support trial
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.75,20.75,0,2791,0,0.22639124747652425,Low Risk,631.8579717069792,Loyal Customer,Offer annual plan discount | Promote service bundle
Female,No,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.9,497.3,0,4562,0,0.6105432890665794,Medium Risk,2785.2984847217353,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Female,No,Yes,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.1,711.15,0,4858,0,0.5513094247758688,Medium Risk,2678.2611855611704,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.55,1898.1,0,6305,0,0.0037761299105322746,Low Risk,23.808499085905993,Loyal Customer,Promote service bundle
Female,No,Yes,Yes,54,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),60.0,3273.95,0,4798,2,0.00371908220494631,Low Risk,17.844156419332396,Loyal Customer,Promote service bundle
Male,No,Yes,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),90.55,2929.75,0,5722,3,0.3258484088967195,Medium Risk,1864.504595707029,Loyal Customer,Offer annual plan discount | Provide pricing discount
Female,No,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,76.4,838.7,0,4033,1,0.4790976049092722,Medium Risk,1932.2006405990949,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Promote service bundle
Female,Yes,No,No,18,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,84.95,1443.65,0,3878,2,0.6318155899364213,Medium Risk,2450.180857773442,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Female,Yes,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.1,7746.7,0,5232,5,0.06410285145633197,Low Risk,335.3861188195289,Loyal Customer,Provide pricing discount
Female,Yes,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.65,6951.15,0,4241,3,0.2934389988362353,Low Risk,1244.474794064474,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount
Male,Yes,No,No,5,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),45.4,214.75,0,2599,3,0.4653033512189203,Medium Risk,1209.323409817974,Loyal Customer,Offer annual plan discount | Offer security package
Male,No,Yes,No,38,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),69.0,2669.45,0,4487,3,0.09097306391059777,Low Risk,408.1961377668522,Loyal Customer,Offer security package
Male,No,No,Yes,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),48.65,235.2,0,3307,1,0.07955458887266148,Low Risk,263.08702540189154,Loyal Customer,Offer annual plan discount | Offer security package | Promote service bundle
Female,Yes,No,No,52,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),59.85,3103.25,0,5085,2,0.02358986890429455,Low Risk,119.95448337833778,Loyal Customer,Provide free tech support trial | Promote service bundle
Female,No,No,No,68,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,80.65,5330.2,0,5914,4,0.058808381810826524,Low Risk,347.79277002922805,Loyal Customer,Provide free tech support trial | Offer security package | Provide pricing discount
Male,No,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1403.1,0,5366,0,0.0012854528515316283,Low Risk,6.897740001318717,Loyal Customer,Promote service bundle
Female,No,Yes,No,42,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),66.4,2727.8,0,3773,3,0.10585654883688321,Low Risk,399.39675876156036,Loyal Customer,Offer annual plan discount
Female,No,No,No,50,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,100.2,5038.45,0,5419,4,0.11370464958945448,Low Risk,616.1654961252538,Loyal Customer,Offer security package | Provide pricing discount
Male,No,Yes,No,33,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.55,1462.6,0,2422,0,0.20774691333903347,Low Risk,503.16302410713905,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Female,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,150.6,0,3098,0,0.1884455128488639,Low Risk,583.8041988057804,Loyal Customer,Offer annual plan discount | Promote service bundle
Male,No,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,91.8,5960.5,0,5371,3,0.0603925500418673,Low Risk,324.36838627486924,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Provide pricing discount
Male,No,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.2,1192.3,0,5216,0,0.005921817507729406,Low Risk,30.88820012031658,Loyal Customer,Promote service bundle
Female,No,Yes,No,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.35,314.55,0,3442,0,0.5765939284980895,Medium Risk,1984.6363018904242,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.8,56.0,0,3010,0,0.22045201656821975,Low Risk,663.5605698703414,Loyal Customer,Offer annual plan discount | Promote service bundle
Female,No,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.45,330.8,0,5184,0,0.16959239232025144,Low Risk,879.1669617881835,Loyal Customer,Offer annual plan discount | Promote service bundle
Male,No,Yes,Yes,13,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,64.75,877.35,0,4741,2,0.11428965399049824,Low Risk,541.8472495689522,Loyal Customer,Provide free tech support trial | Offer security package | Promote service bundle
Female,No,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.7,2249.1,0,5781,3,0.6274736376090572,Medium Risk,3627.4250990179594,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount
